Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,playerid
2005,Brad Radke,Twins,5.25,1.03,5.09,1.48,14.10%,2.80%,11.30%,0.267,1.18,0.278,73.80%,93,106,95,4.04,4.44,-0.4,4.1,4.12,748
2005,Johan Santana,Twins,9.25,1.75,5.29,0.85,26.20%,5.00%,21.20%,0.208,0.97,0.262,76.30%,66,67,72,2.87,2.8,0.08,3.12,2.95,755
2005,Bruce Chen,Orioles,6.07,2.87,2.11,1.51,16.00%,7.60%,8.40%,0.246,1.27,0.259,77.50%,88,111,103,3.83,4.94,-1.11,4.47,4.44,769
2005,Tomo Ohka,- - -,4.89,2.74,1.78,1.1,12.70%,7.10%,5.60%,0.264,1.35,0.28,73.50%,96,106,108,4.04,4.48,-0.44,4.61,4.77,788
2005,Javier Vazquez,Diamondbacks,8.01,1.92,4.17,1.46,21.20%,5.10%,16.20%,0.261,1.25,0.3,72.00%,100,92,78,4.42,4.06,0.36,3.32,3.43,801
2005,Brandon Claussen,Reds,6.53,3.08,2.12,1.3,16.60%,7.80%,8.80%,0.267,1.41,0.295,73.40%,98,105,110,4.21,4.59,-0.38,4.66,4.48,814
2005,Roger Clemens,Astros,7.88,2.64,2.98,0.47,22.10%,7.40%,14.70%,0.195,1.01,0.243,82.30%,44,67,78,1.87,2.87,-0.99,3.31,3.47,815
2005,Mike Mussina,Yankees,7.11,2.35,3.02,1.15,18.50%,6.10%,12.40%,0.279,1.37,0.322,72.50%,102,93,91,4.41,4.01,0.4,3.93,3.87,837
2005,Andy Pettitte,Astros,6.92,1.66,4.17,0.69,19.50%,4.70%,14.90%,0.226,1.03,0.266,79.70%,57,71,74,2.39,3.07,-0.68,3.15,3.34,840
2005,David Wells,Red Sox,5.23,1.03,5.1,1.03,13.70%,2.70%,11.00%,0.293,1.31,0.32,70.30%,98,91,87,4.45,3.83,0.62,3.78,3.89,855
2005,Tim Hudson,Braves,5.39,3.05,1.77,0.94,14.10%,8.00%,6.10%,0.261,1.35,0.286,78.80%,84,103,91,3.52,4.33,-0.82,3.88,4,921
2005,Cory Lidle,Phillies,5.9,1.95,3.03,0.88,15.30%,5.10%,10.20%,0.282,1.35,0.316,65.40%,105,85,85,4.53,3.72,0.81,3.61,3.84,926
2005,Mark Mulder,Cardinals,4.87,3.07,1.59,0.83,12.80%,8.10%,4.70%,0.269,1.38,0.293,76.00%,88,103,95,3.64,4.3,-0.65,4.03,4.08,932
2005,Barry Zito,Athletics,6.74,3.51,1.92,1.02,17.90%,9.30%,8.60%,0.217,1.2,0.243,72.20%,91,101,101,3.86,4.34,-0.48,4.37,4.37,944
2005,Brett Myers,Phillies,8.69,2.84,3.06,1.3,23.00%,7.50%,15.50%,0.234,1.21,0.276,77.90%,86,93,79,3.72,4.06,-0.34,3.37,3.43,962
2005,Carlos Silva,Twins,3.39,0.43,7.89,1.19,9.50%,1.20%,8.30%,0.288,1.17,0.292,74.60%,79,99,92,3.44,4.18,-0.74,3.96,4.24,973
2005,Bronson Arroyo,Red Sox,4.38,2.37,1.85,0.96,11.40%,6.20%,5.20%,0.263,1.3,0.278,66.00%,100,105,118,4.51,4.43,0.08,5.1,4.94,978
2005,Kris Benson,Mets,4.9,2.53,1.94,1.24,12.90%,6.70%,6.20%,0.25,1.26,0.26,72.50%,100,111,106,4.13,4.63,-0.5,4.51,4.64,982
2005,Josh Fogg,Pirates,4.52,2.82,1.6,1.44,11.50%,7.10%,4.30%,0.287,1.47,0.296,68.60%,121,123,115,5.05,5.13,-0.09,4.9,4.96,989
2005,Kip Wells,Pirates,6.53,4.9,1.33,1.14,15.90%,12.00%,4.00%,0.259,1.57,0.29,68.40%,122,121,114,5.09,5.04,0.05,4.85,4.9,1012
2005,Brian Lawrence,Padres,5.01,2.62,1.91,0.83,12.80%,6.70%,6.10%,0.269,1.37,0.294,68.20%,124,102,105,4.83,4.14,0.69,4.46,4.54,1045
2005,Jake Peavy,Padres,9.58,2.22,4.32,0.8,26.60%,6.20%,20.40%,0.215,1.04,0.276,76.90%,74,71,70,2.88,2.89,-0.01,3,2.96,1051
2005,Brett Tomko,Giants,5.38,2.69,2,0.94,13.90%,6.90%,6.90%,0.27,1.37,0.296,70.50%,106,101,107,4.48,4.19,0.29,4.57,4.6,1056
2005,Ryan Franklin,Mariners,4.39,2.93,1.5,1.32,11.20%,7.50%,3.70%,0.278,1.44,0.287,70.70%,121,118,119,5.1,5.04,0.06,5.16,5.06,1076
2005,Freddy Garcia,White Sox,5.76,2.37,2.43,1.03,15.50%,6.40%,9.10%,0.256,1.25,0.281,73.90%,87,89,90,3.87,4.05,-0.18,3.91,4.1,1077
2005,Jamie Moyer,Mariners,4.59,2.34,1.96,1.04,11.80%,6.00%,5.80%,0.278,1.39,0.296,73.60%,102,103,112,4.28,4.4,-0.12,4.87,4.86,1091
2005,Joel Pineiro,Mariners,5.1,2.67,1.91,1.1,13.00%,6.80%,6.20%,0.295,1.48,0.319,66.20%,134,104,102,5.62,4.45,1.17,4.41,4.56,1094
2005,Livan Hernandez,Nationals,5.37,3.07,1.75,0.91,13.80%,7.90%,5.90%,0.277,1.43,0.305,75.50%,98,105,106,3.98,4.33,-0.34,4.52,4.69,1116
2005,Jason Schmidt,Giants,8.63,4.45,1.94,0.84,21.80%,11.20%,10.60%,0.24,1.42,0.296,70.30%,104,94,100,4.4,3.88,0.51,4.25,4.18,1131
2005,Matt Morris,Cardinals,5.47,1.73,3.16,1.03,14.30%,4.50%,9.80%,0.27,1.28,0.295,68.60%,99,95,91,4.11,3.99,0.12,3.87,4.01,1172
2005,Victor Zambrano,Mets,6.06,4.17,1.45,0.65,15.00%,10.30%,4.70%,0.259,1.48,0.297,72.20%,101,102,109,4.17,4.27,-0.1,4.63,4.63,1237
2005,Doug Davis,Brewers,8.41,3.76,2.24,1.05,22.00%,9.80%,12.20%,0.231,1.3,0.276,74.10%,90,92,90,3.84,3.98,-0.14,3.82,3.91,1244
2005,Kenny Rogers,Rangers,4.01,2.44,1.64,0.69,10.50%,6.40%,4.10%,0.267,1.32,0.286,73.50%,76,92,107,3.46,4.06,-0.61,4.62,4.81,1277
2005,Chris Carpenter,Cardinals,7.93,1.9,4.18,0.67,22.40%,5.40%,17.00%,0.227,1.06,0.278,75.60%,68,69,69,2.83,2.9,-0.07,2.93,3.02,1292
2005,Esteban Loaiza,Nationals,7.18,2.28,3.15,0.75,19.00%,6.00%,12.90%,0.266,1.3,0.316,74.10%,93,81,87,3.77,3.33,0.44,3.69,3.79,1310
2005,Aaron Harang,Reds,6.93,2.17,3.2,0.94,18.40%,5.80%,12.60%,0.262,1.27,0.303,74.60%,89,83,92,3.83,3.67,0.16,3.94,3.92,1451
2005,Josh Towers,Blue Jays,4.83,1.25,3.86,1.04,12.80%,3.30%,9.50%,0.282,1.27,0.302,71.70%,83,89,97,3.71,3.94,-0.24,4.19,4.29,1489
2005,John Lackey,Angels,8.57,3.06,2.8,0.56,22.30%,8.00%,14.40%,0.257,1.33,0.326,75.40%,81,73,83,3.44,3.1,0.34,3.59,3.6,1507
2005,Mike Maroth,Tigers,4.95,2.2,2.25,1.29,12.90%,5.70%,7.20%,0.283,1.37,0.3,68.00%,110,108,102,4.74,4.65,0.09,4.42,4.47,1508
2005,Mark Hendrickson,Devil Rays,4.49,2.47,1.82,1.21,11.20%,6.20%,5.00%,0.305,1.55,0.321,62.20%,138,107,103,5.9,4.63,1.28,4.44,4.69,1574
2005,Nate Robertson,Tigers,5.58,2.97,1.88,1.28,14.40%,7.70%,6.70%,0.261,1.36,0.279,68.60%,105,109,98,4.48,4.73,-0.24,4.25,4.37,1620
2005,Cliff Lee,Indians,6.37,2.32,2.75,0.98,17.10%,6.20%,10.90%,0.247,1.22,0.277,72.00%,89,90,99,3.79,3.79,-0.01,4.27,4.23,1636
2005,Jose Contreras,White Sox,6.77,3.3,2.05,1.01,18.00%,8.80%,9.20%,0.229,1.23,0.258,74.30%,81,92,97,3.61,4.21,-0.6,4.2,4.24,1660
2005,Jeremy Bonderman,Tigers,6.9,2.71,2.54,1,18.10%,7.10%,11.00%,0.269,1.35,0.31,69.00%,107,90,89,4.57,3.9,0.67,3.87,3.94,1667
2005,Brandon Webb,Diamondbacks,6.76,2.32,2.92,0.83,18.20%,6.30%,12.00%,0.26,1.26,0.302,73.70%,80,80,70,3.54,3.51,0.03,2.99,2.99,1692
2005,Chris Capuano,Brewers,7.23,3.74,1.93,1.27,18.60%,9.60%,9.00%,0.251,1.38,0.283,77.30%,93,108,106,3.99,4.66,-0.68,4.51,4.38,1701
2005,Dontrelle Willis,Marlins,6.47,2.09,3.09,0.42,17.70%,5.70%,12.00%,0.237,1.13,0.282,75.60%,64,71,86,2.63,2.99,-0.36,3.68,3.85,1703
2005,Dan Haren,Athletics,6.76,2.2,3.08,1.08,18.20%,5.90%,12.30%,0.253,1.22,0.287,72.50%,88,90,85,3.73,3.89,-0.16,3.67,3.79,1757
2005,Noah Lowry,Giants,7.56,3.34,2.26,0.92,19.70%,8.70%,11.00%,0.244,1.31,0.287,74.60%,89,94,97,3.78,3.89,-0.11,4.15,4.09,1833
2005,Zack Greinke,Royals,5.61,2.61,2.15,1.13,13.80%,6.40%,7.40%,0.305,1.56,0.335,65.20%,130,104,108,5.8,4.49,1.31,4.66,4.57,1943
2005,Gustavo Chacin,Blue Jays,5.36,3.1,1.73,0.89,13.90%,8.00%,5.90%,0.268,1.39,0.296,75.30%,83,97,107,3.72,4.26,-0.54,4.65,4.75,2060
2005,Chris Young,Rangers,7.49,2.46,3.04,1.04,19.60%,6.40%,13.10%,0.25,1.26,0.291,69.40%,93,87,101,4.26,3.8,0.46,4.37,4.04,3196
2005,Jeff Francis,Rockies,6.27,3.43,1.83,1.27,15.50%,8.50%,7.00%,0.304,1.62,0.339,69.40%,122,106,109,5.68,4.74,0.94,4.64,4.61,4684
2005,Joe Blanton,Athletics,5.19,3,1.73,1.03,13.90%,8.00%,5.90%,0.233,1.22,0.248,75.30%,83,102,106,3.53,4.43,-0.89,4.58,4.67,4849
2005,Scott Kazmir,Devil Rays,8.42,4.84,1.74,0.58,21.30%,12.20%,9.10%,0.243,1.46,0.307,72.40%,88,87,102,3.77,3.76,0.01,4.41,4.35,4897
2006,Ramon Ortiz,Nationals,4.91,3.02,1.63,1.46,11.90%,7.40%,4.60%,0.292,1.54,0.304,68.90%,129,125,117,5.57,5.46,0.11,5.29,5.15,27
2006,Jarrod Washburn,Mariners,4.96,2.65,1.87,1.2,12.70%,6.80%,5.90%,0.265,1.35,0.279,69.80%,106,107,112,4.67,4.78,-0.11,5.07,5.03,40
2006,Miguel Batista,Diamondbacks,4.8,3.66,1.31,0.79,12.10%,9.20%,2.90%,0.282,1.53,0.308,69.30%,98,97,104,4.58,4.52,0.06,4.72,5,46
2006,Randy Johnson,Yankees,7.55,2.63,2.87,1.23,20.00%,7.00%,13.00%,0.246,1.24,0.281,61.80%,110,95,94,5,4.27,0.74,4.26,4.09,60
2006,Curt Schilling,Red Sox,8.07,1.24,6.54,1.24,21.90%,3.40%,18.60%,0.274,1.22,0.324,76.00%,84,82,78,3.97,3.59,0.38,3.5,3.48,73
2006,Tom Glavine,Mets,5.95,2.82,2.11,1,15.60%,7.40%,8.20%,0.261,1.33,0.29,73.60%,87,96,94,3.82,4.3,-0.48,4.28,4.55,90
2006,Greg Maddux,- - -,5.01,1.59,3.16,0.86,13.60%,4.30%,9.30%,0.265,1.22,0.289,64.50%,92,83,85,4.2,3.8,0.4,3.85,4.19,104
2006,Jason Marquis,Cardinals,4.45,3.47,1.28,1.62,11.00%,8.60%,2.40%,0.284,1.52,0.287,66.90%,138,134,121,6.02,5.9,0.12,5.5,5.42,105
2006,Kevin Millwood,Rangers,6.57,2.22,2.96,0.96,17.30%,5.80%,11.50%,0.268,1.31,0.306,67.60%,95,84,89,4.52,3.87,0.65,4.02,4.18,106
2006,John Smoltz,Braves,8.19,2.13,3.84,0.89,22.00%,5.70%,16.30%,0.247,1.19,0.299,76.00%,78,76,77,3.49,3.44,0.05,3.52,3.59,115
2006,Erik Bedard,Orioles,7.84,3.16,2.48,0.73,20.30%,8.20%,12.10%,0.255,1.35,0.309,71.90%,82,77,84,3.76,3.59,0.16,3.8,3.99,126
2006,Rodrigo Lopez,Orioles,6.48,2.81,2.31,1.52,16.10%,7.00%,9.10%,0.298,1.55,0.328,66.60%,128,105,97,5.9,4.91,1,4.37,4.47,150
2006,Derek Lowe,Dodgers,5.08,2.27,2.24,0.58,13.50%,6.00%,7.50%,0.259,1.27,0.289,70.40%,83,82,80,3.63,3.68,-0.05,3.65,3.53,199
2006,Mark Buehrle,White Sox,4.32,2.12,2.04,1.59,11.20%,5.50%,5.70%,0.3,1.45,0.307,70.60%,105,110,106,4.99,5.27,-0.29,4.78,4.96,225
2006,Jon Garland,White Sox,4.77,1.75,2.73,1.11,12.40%,4.60%,7.90%,0.29,1.36,0.309,70.70%,95,91,101,4.51,4.35,0.16,4.58,4.73,232
2006,Jon Lieber,Phillies,5.36,1.29,4.17,1.45,14.00%,3.40%,10.60%,0.287,1.31,0.303,67.00%,107,98,92,4.93,4.58,0.35,4.17,4.35,287
2006,Carlos Zambrano,Cubs,8.83,4.84,1.83,0.84,22.90%,12.50%,10.40%,0.204,1.29,0.252,75.60%,73,89,94,3.41,4.14,-0.73,4.24,4.39,305
2006,CC Sabathia,Indians,8.03,2.06,3.91,0.79,21.50%,5.50%,16.00%,0.242,1.17,0.294,71.70%,71,75,80,3.22,3.3,-0.08,3.63,3.67,404
2006,Jake Westbrook,Indians,4.64,2.34,1.98,0.64,12.10%,6.10%,6.00%,0.292,1.43,0.322,70.20%,92,87,89,4.17,3.88,0.3,4,4.09,412
2006,Jason Jennings,Rockies,6.03,3.61,1.67,0.72,15.70%,9.40%,6.30%,0.253,1.37,0.289,74.00%,77,87,103,3.78,4.09,-0.32,4.66,4.85,434
2006,Mark Redman,Royals,4.1,3.4,1.21,1.02,10.30%,8.50%,1.80%,0.302,1.59,0.319,66.20%,125,112,115,5.71,4.99,0.72,5.22,5.42,491
2006,Jeff Weaver,- - -,5.6,2.46,2.28,1.78,13.90%,6.10%,7.80%,0.299,1.51,0.313,68.80%,129,123,105,5.76,5.47,0.29,4.76,4.75,503
2006,Josh Beckett,Red Sox,6.95,3.25,2.14,1.58,18.20%,8.50%,9.70%,0.243,1.29,0.262,69.00%,106,116,98,5.01,5.12,-0.11,4.44,4.43,510
2006,Brad Penny,Dodgers,7.05,2.57,2.74,0.9,18.20%,6.60%,11.60%,0.275,1.38,0.321,72.20%,98,86,92,4.33,3.89,0.45,4.17,4.2,535
2006,Roy Oswalt,Astros,6.77,1.55,4.37,0.73,18.50%,4.20%,14.30%,0.258,1.17,0.302,78.70%,67,72,79,2.98,3.3,-0.32,3.57,3.74,571
2006,Paul Byrd,Indians,4.42,1.91,2.32,1.31,10.90%,4.70%,6.20%,0.305,1.51,0.318,65.10%,108,108,107,4.88,4.79,0.09,4.83,4.99,594
2006,Jeff Suppan,Cardinals,4.93,3.27,1.51,0.99,12.40%,8.20%,4.20%,0.272,1.45,0.293,72.30%,94,106,104,4.12,4.7,-0.58,4.7,4.97,633
2006,Brad Radke,Twins,4.6,1.77,2.59,1.33,12.10%,4.60%,7.40%,0.3,1.41,0.315,72.80%,97,106,102,4.32,4.66,-0.33,4.61,4.81,748
2006,Johan Santana,Twins,9.44,1.81,5.21,0.92,26.50%,5.10%,21.50%,0.213,1,0.269,77.70%,62,70,70,2.77,3.04,-0.27,3.16,3.13,755
2006,Javier Vazquez,White Sox,8.17,2.49,3.29,1.02,21.10%,6.40%,14.70%,0.257,1.29,0.308,65.80%,102,81,91,4.84,3.86,0.98,4.1,3.89,801
2006,Orlando Hernandez,- - -,9.09,3.38,2.69,1.22,23.50%,8.70%,14.70%,0.248,1.33,0.302,70.00%,104,93,95,4.66,4.24,0.42,4.29,3.97,823
2006,Ted Lilly,Blue Jays,7.93,4.01,1.98,1.39,20.10%,10.20%,9.90%,0.251,1.43,0.288,73.80%,93,105,101,4.31,4.79,-0.48,4.58,4.5,833
2006,Mike Mussina,Yankees,7.84,1.6,4.91,1,21.40%,4.40%,17.00%,0.241,1.11,0.284,70.40%,77,77,82,3.51,3.46,0.05,3.68,3.62,837
2006,Andy Pettitte,Astros,7.47,2.94,2.54,1.13,19.20%,7.50%,11.60%,0.278,1.44,0.324,72.00%,94,90,82,4.2,4.13,0.07,3.72,4,840
2006,Steve Trachsel,Mets,4.32,4.26,1.01,1.26,10.70%,10.60%,0.10%,0.283,1.6,0.293,73.70%,114,123,124,4.97,5.5,-0.52,5.62,5.73,898
2006,Tim Hudson,Braves,5.81,3.26,1.78,1.03,14.70%,8.20%,6.50%,0.27,1.44,0.298,67.40%,108,101,92,4.86,4.55,0.31,4.19,4.3,921
2006,Cory Lidle,- - -,6.86,3.06,2.24,1.58,17.50%,7.80%,9.70%,0.268,1.4,0.293,72.10%,106,111,95,4.85,5.12,-0.27,4.3,4.29,926
2006,Barry Zito,Athletics,6.15,4.03,1.53,1.1,16.00%,10.50%,5.50%,0.253,1.4,0.281,78.50%,86,108,115,3.83,4.89,-1.06,5.22,5.09,944
2006,Brett Myers,Phillies,8.59,2.86,3,1.32,22.70%,7.60%,15.10%,0.253,1.3,0.301,76.10%,85,89,81,3.91,4.14,-0.23,3.68,3.76,962
2006,Vicente Padilla,Rangers,7.02,3.15,2.23,0.95,17.90%,8.00%,9.90%,0.262,1.38,0.304,70.20%,95,92,97,4.5,4.26,0.24,4.38,4.38,964
2006,Carlos Silva,Twins,3.49,1.6,2.19,1.9,8.60%,4.00%,4.70%,0.319,1.54,0.313,66.90%,133,131,107,5.94,5.76,0.18,4.86,5.07,973
2006,Bronson Arroyo,Reds,6.88,2.39,2.88,1.16,18.60%,6.50%,12.10%,0.241,1.19,0.27,78.00%,72,89,93,3.29,4.15,-0.86,4.2,4.23,978
2006,Kris Benson,Orioles,4.33,2.85,1.52,1.62,11.30%,7.40%,3.80%,0.278,1.4,0.279,73.00%,105,120,112,4.82,5.59,-0.78,5.08,5.25,982
2006,Josh Fogg,Rockies,4.87,3.14,1.55,1.26,12.20%,7.80%,4.30%,0.295,1.55,0.313,65.90%,112,106,111,5.49,5.03,0.46,5.03,5.14,989
2006,Jake Peavy,Padres,9.56,2.76,3.47,1.02,25.40%,7.30%,18.10%,0.24,1.23,0.304,72.70%,99,81,81,4.09,3.51,0.58,3.7,3.53,1051
2006,Freddy Garcia,White Sox,5.62,2,2.81,1.33,14.70%,5.20%,9.50%,0.265,1.28,0.282,70.10%,96,96,101,4.53,4.58,-0.05,4.57,4.55,1077
2006,Gil Meche,Mariners,7.52,4.05,1.86,1.16,19.20%,10.40%,8.90%,0.255,1.43,0.295,70.00%,102,104,101,4.48,4.63,-0.14,4.55,4.56,1089
2006,Jamie Moyer,- - -,4.6,2.17,2.12,1.41,12.10%,5.70%,6.40%,0.272,1.32,0.28,73.20%,97,110,106,4.3,4.95,-0.65,4.8,4.95,1091
2006,Joel Pineiro,Mariners,4.73,3.48,1.36,1.25,11.60%,8.50%,3.10%,0.308,1.65,0.327,63.80%,145,118,108,6.36,5.24,1.11,4.9,5.01,1094
2006,Livan Hernandez,- - -,5.33,3.25,1.64,1.21,13.40%,8.10%,5.20%,0.281,1.5,0.301,70.60%,110,109,114,4.83,4.85,-0.01,5.14,5.15,1116
2006,Jason Schmidt,Giants,7.59,3.38,2.25,0.89,20.10%,9.00%,11.20%,0.234,1.26,0.277,73.70%,79,89,98,3.59,3.95,-0.36,4.42,4.35,1131
2006,Matt Morris,Giants,5.07,2.73,1.86,0.95,13.00%,7.00%,6.00%,0.264,1.35,0.285,65.10%,110,101,104,4.98,4.51,0.47,4.7,4.82,1172
2006,Doug Davis,Brewers,7.04,4.51,1.56,0.84,17.60%,11.30%,6.30%,0.258,1.51,0.302,68.10%,109,97,103,4.91,4.38,0.54,4.66,4.86,1244
2006,Kenny Rogers,Tigers,4.37,2.74,1.6,1.01,11.70%,7.30%,4.40%,0.251,1.26,0.262,72.30%,84,103,104,3.84,4.69,-0.85,4.69,4.9,1277
2006,Chris Carpenter,Cardinals,7.47,1.75,4.28,0.85,20.50%,4.80%,15.70%,0.23,1.07,0.271,76.30%,71,77,74,3.09,3.44,-0.35,3.36,3.44,1292
2006,Kelvim Escobar,Angels,6.99,2.38,2.94,0.81,18.60%,6.30%,12.30%,0.261,1.28,0.306,68.90%,80,81,89,3.61,3.62,0,4,4.1,1298
2006,Roy Halladay,Blue Jays,5.4,1.39,3.88,0.78,15.10%,3.90%,11.20%,0.249,1.1,0.276,74.90%,69,79,77,3.19,3.6,-0.41,3.45,3.62,1303
2006,Aaron Harang,Reds,8.3,2.15,3.86,1.08,21.80%,5.60%,16.10%,0.26,1.27,0.312,73.80%,82,78,82,3.76,3.68,0.09,3.72,3.74,1451
2006,John Lackey,Angels,7.86,2.98,2.64,0.58,20.60%,7.80%,12.80%,0.241,1.26,0.297,70.40%,79,75,91,3.56,3.35,0.2,4.11,4.08,1507
2006,Aaron Cook,Rockies,3.89,2.33,1.67,0.72,10.10%,6.00%,4.00%,0.284,1.4,0.302,70.30%,86,89,96,4.23,4.2,0.04,4.33,4.49,1571
2006,Mark Hendrickson,- - -,5.41,3.39,1.6,0.93,13.80%,8.60%,5.20%,0.265,1.43,0.291,70.60%,95,100,106,4.21,4.49,-0.28,4.81,4.91,1574
2006,Nate Robertson,Tigers,5.91,2.89,2.04,1.25,15.60%,7.60%,8.00%,0.256,1.31,0.277,76.10%,84,104,97,3.84,4.72,-0.88,4.39,4.55,1620
2006,Cliff Lee,Indians,5.79,2.6,2.22,1.3,14.60%,6.60%,8.10%,0.275,1.41,0.296,70.60%,97,106,114,4.4,4.73,-0.33,5.16,4.94,1636
2006,Jose Contreras,White Sox,6.15,2.53,2.44,0.92,16.10%,6.60%,9.50%,0.253,1.27,0.283,68.40%,90,86,100,4.27,4.1,0.17,4.51,4.47,1660
2006,Jeremy Bonderman,Tigers,8.5,2.69,3.16,0.76,22.40%,7.10%,15.30%,0.256,1.3,0.318,69.20%,89,73,78,4.08,3.29,0.79,3.52,3.66,1667
2006,Brandon Webb,Diamondbacks,6.82,1.91,3.56,0.57,18.70%,5.30%,13.50%,0.242,1.13,0.287,72.10%,66,68,67,3.1,3.18,-0.07,3.03,2.99,1692
2006,Claudio Vargas,Diamondbacks,6.6,2.79,2.37,1.45,16.50%,7.00%,9.50%,0.269,1.41,0.294,69.50%,103,104,104,4.83,4.85,-0.02,4.7,4.54,1695
2006,Chris Capuano,Brewers,7.08,1.91,3.7,1.18,18.60%,5.00%,13.60%,0.26,1.25,0.295,72.40%,90,89,90,4.03,4.04,-0.01,4.08,4.05,1701
2006,Dontrelle Willis,Marlins,6.45,3.34,1.93,0.85,16.40%,8.50%,7.90%,0.268,1.42,0.308,75.00%,88,97,100,3.87,4.31,-0.44,4.52,4.55,1703
2006,Dan Haren,Athletics,7.1,1.82,3.91,1.25,18.90%,4.80%,14.10%,0.256,1.21,0.289,72.20%,92,91,86,4.12,4.12,0,3.87,3.88,1757
2006,Chien-Ming Wang,Yankees,3.14,2.15,1.46,0.5,8.40%,5.80%,2.70%,0.275,1.31,0.292,72.20%,80,87,93,3.63,3.91,-0.28,4.19,4.27,2074
2006,Ian Snell,Pirates,8.18,3.58,2.28,1.4,20.80%,9.10%,11.70%,0.269,1.46,0.314,72.80%,107,103,89,4.74,4.58,0.16,4.03,4.2,2227
2006,Chris Young,Padres,8.23,3.46,2.38,1.41,22.30%,9.40%,12.90%,0.203,1.13,0.226,80.70%,84,106,103,3.46,4.6,-1.14,4.68,4.44,3196
2006,Ervin Santana,Angels,6.22,3.09,2.01,0.93,16.70%,8.30%,8.40%,0.237,1.23,0.265,67.10%,95,96,107,4.28,4.29,-0.01,4.84,4.71,3200
2006,Zach Duke,Pirates,4.89,2.84,1.72,0.71,12.50%,7.30%,5.20%,0.297,1.5,0.328,69.90%,101,93,98,4.47,4.13,0.34,4.44,4.71,3840
2006,Scott Olsen,Marlins,8.27,3.74,2.21,1.15,21.80%,9.90%,12.00%,0.236,1.3,0.28,70.50%,92,97,90,4.04,4.33,-0.29,4.1,4.16,4529
2006,Clay Hensley,Padres,5.87,3.66,1.61,0.72,15.50%,9.70%,5.80%,0.246,1.34,0.278,73.70%,90,96,96,3.71,4.15,-0.45,4.37,4.62,4593
2006,Dave Bush,Brewers,7.11,1.63,4.37,1.11,19.10%,4.40%,14.70%,0.247,1.14,0.282,66.20%,98,88,84,4.41,3.98,0.44,3.8,3.77,4635
2006,Jeff Francis,Rockies,5.29,3.12,1.7,0.81,13.90%,8.20%,5.70%,0.246,1.29,0.27,68.90%,85,93,107,4.16,4.38,-0.22,4.83,4.92,4684
2006,Matt Cain,Giants,8.45,4.11,2.06,0.85,21.90%,10.60%,11.30%,0.217,1.28,0.263,69.80%,92,89,101,4.15,3.96,0.19,4.59,4.39,4732
2006,Felix Hernandez,Mariners,8.29,2.83,2.93,1.08,21.60%,7.40%,14.20%,0.26,1.34,0.312,68.20%,103,88,75,4.52,3.91,0.62,3.37,3.48,4772
2006,Joe Blanton,Athletics,4.96,2.69,1.84,0.79,12.50%,6.80%,5.70%,0.304,1.54,0.335,68.90%,108,92,107,4.82,4.16,0.66,4.83,4.94,4849
2006,Paul Maholm,Pirates,5.98,4.14,1.44,0.97,14.90%,10.30%,4.60%,0.291,1.61,0.327,73.40%,108,108,101,4.76,4.81,-0.05,4.59,4.77,8678
2006,Justin Verlander,Tigers,6,2.9,2.07,1.02,16.00%,7.70%,8.30%,0.263,1.33,0.294,78.30%,80,96,98,3.63,4.35,-0.72,4.42,4.61,8700
2007,Jarrod Washburn,Mariners,5.3,3.11,1.7,1.07,13.60%,8.00%,5.60%,0.263,1.38,0.284,71.40%,99,109,114,4.32,4.77,-0.45,5.09,5.07,40
2007,Miguel Batista,Mariners,6.2,3.96,1.56,0.84,15.50%,9.90%,5.60%,0.272,1.52,0.31,72.60%,98,103,110,4.29,4.52,-0.23,4.9,4.91,46
2007,Tom Glavine,Mets,4,2.88,1.39,1.03,10.40%,7.50%,2.90%,0.278,1.41,0.29,72.60%,103,109,110,4.45,4.86,-0.41,4.95,5.27,90
2007,Greg Maddux,Padres,4.73,1.14,4.16,0.64,12.50%,3.00%,9.50%,0.277,1.24,0.304,68.90%,102,83,87,4.14,3.58,0.56,3.9,4.12,104
2007,Jason Marquis,Cubs,5.12,3.57,1.43,1.03,12.90%,9.00%,3.90%,0.251,1.39,0.268,67.70%,100,110,108,4.6,4.99,-0.39,4.86,4.96,105
2007,Kevin Millwood,Rangers,6.41,3.49,1.84,0.99,15.60%,8.50%,7.10%,0.299,1.62,0.34,67.70%,111,100,101,5.16,4.55,0.61,4.49,4.59,106
2007,John Smoltz,Braves,8.62,2.06,4.19,0.79,23.10%,5.50%,17.60%,0.244,1.18,0.303,76.20%,71,72,74,3.11,3.21,-0.1,3.33,3.43,115
2007,Erik Bedard,Orioles,10.93,2.82,3.88,0.94,30.20%,7.80%,22.40%,0.21,1.09,0.283,77.70%,70,70,66,3.16,3.19,-0.03,2.9,2.92,126
2007,Derek Lowe,Dodgers,6.64,2.66,2.49,0.9,17.70%,7.10%,10.60%,0.252,1.27,0.288,68.10%,90,89,75,3.88,3.97,-0.09,3.4,3.42,199
2007,Tim Wakefield,Red Sox,5.24,3.05,1.72,1.05,13.80%,8.00%,5.80%,0.261,1.35,0.282,67.90%,102,108,110,4.76,4.67,0.09,4.89,4.98,219
